업종,업소명,대표자,시/도,시/군/구,주소(도로명 새주소 명기),변경후 연락처,대표품목, 변경후 가격(원),가격부가설명,영업시간,배달가능여부,주차가능여부
중식,경리식당,이부희,강원,강릉시,강릉대로 169,,자장면,3500,,11:00~21:00,Y,N
목욕업,맘모스목욕탕,정창모,강원,강릉시, 시장길24-42,033-661-3102,목욕료,4000,,06:00~20:00,N,Y
한식, 한아름칼국수,홍명숙,강원,동해시, 발한복개로 26,,홍합칼국수,4000,,10:00~20:00,N,Y
한식, 까치분식,안영해,강원,동해시, 중앙시장길 2-1,,잔치국수,1000,,09:00~20:00,N,N
한식, 향토음식점,이옥녀,강원,동해시, 동굴4길 18,,감자옹심이,5000,,10:00~21:00,N,N
이미용업, 초록머리방,김금숙,강원,동해시, 항골길 3-2,,일반펌,20000,,10:00~20:00,N,Y
한식, 강포분식,김건하,강원,동해시, 감추4길 5,,청국장,5000,,10:00~20:00,N,Y
한식, 정문분식,박명희,강원,동해시, 효자남길 50-1,,김밥,1300,,10:00~21:00,N,Y
한식, 월성식당,임덕랑,강원,동해시, 삼화1길 36-1,,김치찌개,5000,,10:00~21:00,N,Y
한식,황금어장,김동순,강원,동해시, 한섬로 113,,도루묵찌개(대),33000,,11:00~22:00,N,N
한식,옛촌,이수진,강원,동해시, 감추4길 6,,뚝배기불고기,6000,,10:00~21:00,N,Y
한식,삼송갈비,김국자,강원,동해시, 송정로 39,,돼지갈비(300g),10000,,10:00~21:00,N,Y
한식,동해닭갈비,최연숙,강원,동해시, 효자남길 36,,닭갈비(200g),8000,,10:00~22:00,N,Y
한식,옛정보리밥뷔페,한동식,강원,동해시, 발한복개로 32,,보리밥뷔페,4800,,12:00~20:00,N,Y
이미용업,항골이용소,김흥태,강원,동해시, 항골길 52,,이발,8000,,10:00~20:00,N,Y
한식,웰빙주먹밥,서경월,강원,동해시, 효자남길 41,,웰빙정식,4000,,10:00~20:00,N,Y
목욕업,북평헬스사우나,최선자,강원,동해시,전천로 240,,목욕,3000," 3000(1일), 25000(1월) ",06:00~23:00,N,Y
한식,무릉분식,김여정,강원,동해시,삼화로 516-2,,해물파전,6000,,10:00~20:00,N,Y
한식,장가네감자탕,장신덕,강원,동해시,중앙시장길 7,,뼈다귀해장국,6000,,11:00~21:00,N,Y
기타양식,거동탕수육,김지훈,강원,동해시,발한복개로 37,,문어탕수육,"4900, 9900, 14900 "," 소 4900, 중 9900, 대 14900 ",11:00~21:00,N,Y
한식,오대게,박정삼,강원,동해시,발한복개로 32,,홍게대게라면,5000,,11:30~21:00,Y,Y
한식,우리닭집.우리칼국수,김정숙,강원,동해시,시장안길 35,,칼국수,3000,,07:00~21:00,Y,Y
이미용업,김유진헤어샵,김유진,강원,동해시,발한로 208,,펌,15000,,08:00~20:00,N,Y
한식,박가네웰빙횟집,추상만,강원,동해시,중앙로 234,,"광어 , 우럭","30000, 35000, 45000 "," 소 30000, 중 35000, 대 45000 ",16:00~ 4:00,N,Y
한식,일미식당,김경선,강원,동해시,감추4길 ,,백반,6000,,07:00~19:00,Y,Y
중식,황궁쟁반짜장,허귀동,강원,태백시,황지로 148 ,033-552-7515,자장면,3000,,10:00 ~ 21:00,N,Y
한식,부산감자옹심이,이무자,강원,태백시,시장안1길 28 ,033-552-4498,칼국수,5000,,10:00 ~ 19:00,Y,Y
한식,할매곱창,박정희,강원,태백시,동태백로 385 ,033-582-1607,순대국밥,6000,,10:00~24:00,Y,Y
한식,가마솥순두부,김상수,강원,태백시,태백로 2162-1,033-581-8760,순두부,5000,,09:00~21:00,N,Y
기타양식,왕김밥,백정희,강원,태백시,황지로 237-1,033-552-8859,김밥1줄,1000,,09:00~21:00,N,Y
한식,희진숯불갈비,신점순,강원,태백시,감천로 14,033-553-9088,된장찌개,5000,,12:00~21:00,N,Y
한식,하나로식당,박종도,강원,태백시,시장안1길 24,033-554-1567,한우양념불고기(230g),18000,,10:00~22:00,N,Y
한식,다복한정식,정복자,강원,태백시,장성로 36,033-581-6600,한정식,6000,,12:00 ~ 20:30,N,Y
한식,법대로한식뷔페,조필선,강원,속초시,청초호반로 60(조양동),033-636-9777,뷔페,6500,,08:30~21:00,N,Y
경양식,메추라기,김경우,강원,속초시,청호로 43(청호동),033-636-8711,돈까스,5000,,11:30~21:00,N,Y
한식,동강청정한우,김무자,강원,속초시,미시령로 3380(교동),033-637-3775,갈비탕(1인분),8000,,10:00~22:00,N,Y
한식,삼오정,고필창,강원,속초시,먹거리길 61(노학동),033-635-3501,삼겹살(200g),8000,,11:00~23:00,N,Y
한식,형제,안인여,강원,속초시,동해대로 4236(노학동),033-632-9448,비빔밥,5000,,10:00~20:00,Y,Y
한식,구들장삼겹살,김금자,강원,속초시,수복로 15(노학동),033-631-9915,삼겹살(200g),9000,,10:00~24:00,N,Y
한식,설악골메밀국수,전정연,강원,속초시,설악산로 25-5(대포동),033-636-8068,순두부,7000,,08:00~20:00,N,Y
한식,텃골순두부,복상순,강원,속초시,원암학사평길 179(노학동),033-635-4480,순두부,7000,,08:00~22:00,N,Y
이미용업,심미주헤어?,심미숙,강원,속초시,만천1길 42-1(교동),033-636-6302,커트(남),7000,,09:00~20:00,N,Y
한식,선경분식,권옥자,강원,속초시,동해대로 4236(교동),033-638-0331,비빔밥,5000,,10:30~20:00,Y,Y
한식,맥코리아,박재환,강원,속초시,동해대로 4236(교동),033-631-9754,돈까스,6500,,10:30~20:00,Y,Y
한식,아싸식당,이현철,강원,속초시,중앙로 408(장사동),033-637-1401,백반,5000,,09:00~20:00,Y,Y
경양식,뽀빠이 돈가스,손석주,강원,속초시,선사로 1길 19-1(조양동),033-635-3400,돈가스,6000,,09:00~20:00,Y,Y
경양식,꼬시네 돈가스,김은주,강원,속초시,수복로 217(중앙동),033-635-4994,돈가스,6000,,09:00~20:00,N,Y
한식,풍년막국수,김성옥,강원,속초시,이목로 104-2(노학동),033-631-5650,메밀막국수,5000,,09:00~20:00,N,Y
한식,깜장연탄,안병준,강원,속초시,노리 5길 9(노학동),033-636-2424,생삼겹살(100g),4000,,10:00~23:00,N,Y
한식,속초민물장어,김선자,강원,속초시,엑스포 1길 22(조양동),033-636-1550,민물장어(1kg),49000,,09:00~22:00,N,Y
한식,원조 도문집 칼국수,김정임,강원,속초시,수복로 199(금호동),033-633-5150,칼국수,5000,,09:00~20:00,Y,Y
숙박업,동천패밀리하우스,최기철,강원,속초시,청봉로 5길 7(설악동),033-633-5150,2인1실(비수기),25000,,24시간,,Y
한식,행운회수산,곽춘녀,강원,삼척시,도계읍 도계느티로 8,,회덮밥,6000,,12:00~22:00,N,Y
한식,송죽오리,김정순,강원,삼척시,사직로 15-1(남양동),033-572-9277,오리뚝배기돼지김치찌개,5000,,10:00~21:00,N,Y
한식,등  대,권영자,강원,삼척시,남양길 14-41(남양동),033-574-0399,김치찌개 ,5000,,10:00~21:30,N,Y
한식,미호회관,김국자,강원,삼척시,남양길 33(남양동),033-574-0666,돼지갈비(250g),10000,,10:00~22:00,N,Y
한식,동해바다,최선자,강원,삼척시,봉황로 91-70,033-574-0987,생선구이백반,6000,,10:00~22:00,N,Y
세탁업,대광세탁소,정도원,강원,삼척시,봉황로 91-87,033-572-8060,신사복드라이,8000,,08:00~21:00,N,Y
한식,남양한우실비식당,임용수,강원,삼척시,척주로 54-10,033-574-3399,갈비살(200g),23000,,12:00~22:00,N,Y
한식,남천주물럭,김송자,강원,삼척시,남양길 14-13,033-574-5070,김치찌개,5000,,11:00~22:00,N,Y
한식,중앙시장식당,김찬우,강원,삼척시,"진주로 12-21, A동 63호 (남양동)",033-572-9337,보리밥,5000,,10:00~19:00,N,Y
한식,고기촌플러스,김규숙,강원,삼척시,남양길 25 (남양동),,돼지갈비(270g),10000,,11:00~22:00,N,Y
한식,바다내음,김혜영,강원,삼척시,남양길 25 (남양동),,동태알탕,6000,,10:00-23:00,N,Y
한식,착한국밥,권선임,강원,삼척시,사대1길 10-3(남양동),,추어탕,5000,,9:00~19:30,N,Y
한식,강화가든,김금녀,강원,삼척시,원당로 2길 69(원당동),033-575-0011,등심(200g),25000,,11:00~22:00,N,Y
한식,대청마루,김현정,강원,삼척시,사대안2길 26-12(당저동),033-574-7979,된장찌개,5000,,11:00~22:00,N,Y
한식,저팔계,김점순,강원,삼척시,대학로 15-1(당저동),033-572-8292,돼지갈비(250g),10000,,17:00~22:00,N,Y
한식,보리골돈이,최종남,강원,삼척시 ,대학로7(읍중동 4-10),033-572-1615,보리밥,5000,,11:00~21:00,N,Y
한식,재신밥집,유순애,강원,삼척시,대학로 30-1(성내동),033-574-3782,김치찌개,5000,,11:00~22:00,N,Y
한식,숯불마당갈비,김광한,강원,삼척시,성당길 75(당저동),033-573-8431,돼지갈비(200g),8000,,11:00~22:00,N,Y
한식,명가해물,이상윤,강원,삼척시,진주로 50-1(당저동),,가자미물회,6000,,10:00-22:00,N,Y
한식,풍년식당,김선녀,강원,삼척시,성당길 81(당저동),,된장찌개,5000,,12:00-21:00,N,Y
한식,월드한우구이촌,엄재풍,강원,삼척시,청석로3길 15(교동),,등심(200g),24000,,10:00-22:00,N,Y
한식,강대돈스탑,이명수,강원,삼척시,언장2길 48(교동),,삼겹살(200g),9000,,16:00~새벽2시,N,Y
중식,룽성교동점,송길영,강원,삼척시,청석로 7-40(교동),,짜장면,3000,,11:00~21:00,N,Y
한식,태성갈비,박미옥,강원,삼척시,정상안1길 7-31(정상동 463-10),033-574-6646,돼지갈비(250g),10000,,11:00~24:0.0,N,Y
한식,석미한우집,유영자,강원,삼척시,"청석로 74, 206호(정상동 석미상가2층)",033-574-9155,등심(200g),25000,,10:00~22:00,N,Y
한식,고천순두부,김옥녀,강원,삼척시,청석로3길  8(교동),033-574-5794,청국장,5000,,10:00~21:00,N,Y
중식,신성춘,김정남,강원,삼척시,남양길 25 (남양동),033-575-8333,짜장면,3500,,10:30~20:30,N,Y
한식,오징어보쌈,박정숙,강원,삼척시,정상안길 100(정상동),033-574-7787,오징어보쌈비빔밥,6000,,11:00~22:00,N,Y
한식,홍도식당,이성옥,강원,삼척시 ,중앙로 250(남양동 14-6),033-574-3593,백반,6000,,10:00~20:00,N,Y
기타양식,엘,박현숙,강원,삼척시,대학로 20,,아메리카노,2500,,12:00-22:00,N,Y
한식,정든밥상,이영임,강원,삼척시,사대1길 2(남양동),,닭(1kg)볶음탕,25000,,10:00-21:00,Y,Y
한식,푸짐이왕족발,임경호,강원,삼척시,남양길 25(남양동),,족발(소_뒷다리),27000,,17:00~24:00,Y,Y
한식,이가네생고기,이보현,강원,삼척시,정상안길 88(정상동),033-575-9000,돼지갈비(300g),10000,,17:00~23:00,N,Y
한식,김밥나라,이병기,강원,홍천군,홍천읍 신장대로 89,033-432-1114,김밥,2000,08:30~20:00,○,N,
중식,귀빈반점,전복화,강원,홍천군,홍천읍 번영로 12,033-434-1422,짜장면,4000,,11:00~20:30,Y,N
한식,만석닭갈비,허남숙,강원,홍천군,홍천읍 석화로 141-1,033-434-6247,닭갈비(250g,10000,,10:00~22:00,N,N
한식,무궁화부페,박옥자,강원,홍천군,홍천읍 신장대로 94,033-432-5952,점심뷔페,5000,,11:00~14:30,N,N
한식,두양식당,장희자,강원,홍천군,홍천읍 석화로 104,033-432-6916,김치찌개,4500,,10:00~21:00,N,Y
한식,삼오식당,최순이,강원,홍천군,홍천읍 희망로 16길 6,033-434-2435,소머리곰탕(국내산),7000,,08:00~21:00,Y,Y
한식,퇘랑숙성생고기,오기우,강원,홍천군,"홍천읍 신장대로 60, 2층",033-432-9192,"숙성생삼겹살(150g, 국산1+)",9500,,16:00~24:00,N,N
한식,꽃돼지,김미경,강원,홍천군,홍천읍 갈마로 6,033-433-9282,"삼겹살(200g,국산)",10000,,10:00~22:00,N,N
한식,설악감자탕,허부순,강원,홍천군,홍천읍 홍천로 340-1,033-435-3603,"감자탕(소)""20",0,,10:00~22:00,Y,N
한식,느티나무민물매운탕,임화선,강원,홍천군,동면 수타사길 380,033-436-6292,곤드레밥,8000,,08:00~21:00,N,Y
한식,통나무식당,신희자,강원,홍천군,홍천읍 신장대로 53-5,033-434-4320,선지해장국,5000,,06:00~20:00,N,Y
중식,도원식당,김재권,강원,홍천군,홍천읍 홍천로3길 25,033-434-2649,짜장면,3000,,10:30~20:00,Y,N
한식,명촌아구물찜,신연옥,강원,홍천군,홍천읍 연봉로 47,033-434-4527,해물찜(소),30000,,11:30~21:30,N,N
한식,버섯매운탕칼국수,이재학,강원,홍천군,홍천읍 갈마로 4,033-435-5559,버섯매운탕칼국수(매운탕+칼국수+볶음밥),6000,,11:00~22:00,N,N
한식,김밥촌,유호정,강원,횡성군,횡성읍 문정로 39-5,033-344-5714,김밥,1500,,05시~21시,Y,Y
한식,작은밥집,김정옥,강원,횡성군,횡성읍 읍상서로7번길 38-1,033-344-2900,콩나물밥,5000,,08시~21시,N,Y
한식,대흥정육식,김의수,강원,횡성군,횡성읍 읍상서로 5번길 26,033-343-2312,"등심(1++,100g)*상차림별도",13000,,10시~22시,N,Y
숙박업,드림파크모텔,송서영,강원,횡성군,횡성읍 문정로 30번길 7,033-344-5300~2,"숙박료(주중,주말)",25000,,상시,N,Y
한식,라도유황오리주물럭,안순영,강원,횡성군,횡성읍 읍하로 52,033-343-9277,한방오리 주물럭(한마리),40000,,10시~22시,N,Y
한식,메주네참숯닭갈비,이현정,강원,횡성군,횡성읍 삼일로 61,033-345-2266,돼지갈비(300g),8000,,10시~22시,N,Y
기타양식,이슬찻집,엄영수,강원,횡성군,횡성읍 문정로 19번길 17,033-343-3232,커피,1000,,10시~22시,N,Y
한식,장금이순대,함영옥,강원,횡성군,횡성읍 읍상서로 11-1,033-344-2449,순대국밥,5500,,10시~22시,N,N
한식,제일식당,조양순,강원,횡성군,횡성읍 읍상서로 5-30,033-343-5039,청국장,5000,,10시~21시,N,Y
한식,처가집,김순례,강원,횡성군,횡성읍 태기로 10-1,033-343-4564,백반,4000,,10시~21시,N,N
이미용업,홍미용실,임현섭,강원,횡성군,횡성읍 태기로 20,033-343-4439,커트,9000,,10시~22시,N,N
한식,횡성귀족한우식당,석희엽,강원,횡성군,횡성읍 문정로 35-1,033-345-0056,"등심(1++,100g)*상차림별도",13000,,10시~21시,N,Y
한식,고네미막국수,손진양,강원,횡성군,횡성읍 한우로 765-2(추동리),033-343-6443,막국수(물),4500,,10시~21시,N,Y
한식,나영식당,곽순례,강원,횡성군,횡성읍 삼일로 59-1,033-345-4461,두부전골,6000,,10시~21시,Y,Y
한식,우성식당,김민정,강원,영월군,영월읍 중앙1로 16,033-373-9039,등심(2등급 200g),15000,,AM10:00-PM10:00,N,Y
한식,엄마네쌈밥,김미숙,강원,영월군,영월읍 중앙1로 32-2,033-373-0211,제육볶음,6000,,AM10:00-PM9:00,Y,N
한식,영흥칼국수,이동자,강원,영월군,영월읍 분수대길 118-4,033-374-0125,닭곰탕,5000,,AM10:00-PM9:00,Y,Y
한식,사랑방식당,강순옥,강원,영월군,영월읍 절무리골길12,033-374-4655,보리밥,6000,,AM9:00-PM9:00,N,Y
한식,광천숯불구이,서정윤,강원,영월군,영월읍 하송로 138,033-373-1019,삼겹살(200g),9000,,AM10:00-PM12:00,N,Y
한식,청학동,김옥출,강원,영월군,영월읍 단종로15번길 4,033-374-7166,된장찌개,5000,,AM10:00-PM9:00,N,N
한식,밀촌샤브해물칼국수,박창욱,강원,영월군,영월읍 분수대길 34,033-375-5422, 한우소고기샤브 ,11000,,AM10:00-PM10:00,N,Y
한식,양가네,김용수,강원,영월군,영월읍 서부시장길 16-14,033-375-3505,돼지머리구이,6000,,AM11:00-PM9:00,N,N
한식,명동식당,함지원,강원,영월군,영월읍 하송리 11-1(종합상가 38호),033-372-8940,부대찌개,7000,,AM10:00-PM9:00,N,N
한식,산속의 친구,김성달,강원,영월군,북면 덕전길 132-54,033-372-5177,한정식,15000,,AM10:00-PM9:00,N,Y
기타양식,가나닭강정,정해성,강원,영월군,영월읍 서부시장길 12-4,033-373-3125,"닭강정(1,100g)",16000,,AM09:00-PM9:00,N,N
이미용업,심미용타운,심영순,강원,영월군,영월읍 중앙로 13-1,033-374-0799,커트,10000,,AM09:00-PM9:00,N,N
일식,김명수 활어쎈타,김명수,강원,영월군,영월읍 단종로16번길 37,033-373-5333,송어(1kg),20000,,AM10:00-PM9:00,N,Y
한식,풍수원,박영미,강원,영월군,영월읍 단종로16번길 37,033-375-9889,삼겹살,9900,,AM10:00-PM9:00,N,N
한식,산들바람,이재설,강원,영월군,남면 별방창원로 1423,033-372-1589,곤드레밥곤드레정식,"8000, 12000","8000, 12000",AM10:00-PM9:00,N,Y
경양식,이박사 돈까스,이기운,강원,평창군,평창읍 백오로 118,033-332-1379,돈까스,6000,,09시~22시,N,Y
한식,원미막국수,김금자,강원,평창군,평창읍 하평길 39-5,033-332-5035,물막국수,6000,,09시~22시,N,Y
한식, 성환식당,고순복,강원,평창군,평창읍 백오1길 15,033-332-3246,삼겹살(200g),10000,,12시~23시,N,Y
한식,정록식당,김원희,강원,평창군,대화면 남산 1길 3,033-335-2230,해물칼국수,5000,,10시~18시,Y,Y
한식,한마음식당,신순애,강원,평창군,대화면 평창대로 1289,033-335-2212,된장찌개,6000,,07~22시,N,Y
한식,하박국,임도자,강원,평창군,대화면 대화중앙로 45-2,033-335-4813,백반,6000,,09시~22시,Y,Y
한식,보리고개식당,김형열,강원,평창군,평창읍 노성로 46,033-334-0691,보리밥,5000,,09시~22시,N,Y
한식,그린식당,엄춘화,강원,평창군,평창읍 백오1길 25-5,033-332-2297,만두국,5000,,12시~23시,N,Y
한식,양푼이동태탕,조미옥,강원,평창군,평창읍 평창시장1길 18,033-333-8255,동태탕,4900,,10시~18시,N,Y
한식,안미 칼국수,유정자,강원,평창군,대화면 대화시장2길 123,033-335-8664,된장칼국수,5000,,10시~20시,N,Y
한식,고마루식당,최옥선,강원,평창군,미탄면 미탄중앙로 45(창리 776-1),033-332-2470,장칼국수,5000,,10시~20시,N,Y
중식,평창식당,유연미,강원,평창군,미탄면 미탄중앙로 41,033-332-3990,짜장면,4000,,○,Y,
한식,여기식당,이연옥,강원,평창군,미탄면 창리 702-1,033-333-0322,손칼국수,5000,,x,Y,
한식,원골집,김기석,강원,정선군,정선읍 비봉안길 35,033-563-1718,백반,5000,,11:30~13:30,N,Y
한식,시장분식,최춘자,강원,정선군,정선읍 5일장길 39,033-563-3611,칼국수,4000,,10:30~21:00,N,N
한식,대흥식당,전옥자,강원,정선군,정선읍 5일장길 37-9,033-563-1319,곤드레밥,5000,,10:30~21:00,N,N
한식,오랍드리,김명애,강원,정선군,정선읍 비봉로 58 (2층),033-562-2997,콩국수,4000,,10:30~21:00,N,N
한식,돈마을,김호진,강원,철원군,갈말읍 삼부연로 18번길 8-25,033-452-3966,김치삼겹살,5000,,평일:15:00-22:00주말:09:00-22:00,N,N
경양식,스팅,박경해,강원,철원군,갈말읍 삼부연로 7번길 7-3 2층,033-452-6022,수제돈가스,5000,,09:00-21:00,N,Y
한식,토토돈가스,정범수,강원,철원군,갈말읍 명성로 149번길 8-1,033-452-1014,수제돈가스,6000,,09:00-21:00,Y,N
한식,철원식당,장춘연,강원,철원군,갈말읍 태봉로 1529,033-452-3049,순대국,5000,,09:00-21:30,N,N
한식,길목해물찜칼국수,박상명,강원,철원군,갈말읍 삼부연로7번길 7-2,033-452-4584,김치찌개,5000,,06:00-21:00,Y,Y
한식,동송막국수,박봉걸,강원,철원군,동송읍 이평로 83,033-455-3228,막국수,4000,,09:00-21:00,N,N
한식,가평식당,원애연,강원,철원군,갈말읍 강포3길 3-14,033-452-2596,오징어 불고기 백반,6000,,11:00 - 14:00,N,Y
한식,버스,이순재,강원,철원군,동송읍 이평1로 6,033-455-0801,아이스티,2000,,11:00 -21:00,N,Y
한식,구이가,박형은,강원,철원군,동송읍 이평1로 3,033-455-9295,삼겹살(150g),3900,,11:00~23:00,N,Y
한식,육해공,강순옥,강원,화천군,사내면 문화마을1길 27-17,033-441-2881,갈비탕,6000,,10:00 ~ 22:00,Y,Y
한식,큰바위가든,오태숙,강원,화천군,간동면 춘양로 788-41,033-442-6805,닭갈비(200g),10000,,11:00 ~ 22:00,N,Y
한식,웰빙오계가든,정연응,강원,화천군,화천읍 가손이길 43,033-441-9595,오골계숯불구이,38000,,11:00 ~ 22:00,N,Y
한식,강미식당,강미,강원,화천군,화천읍 중앙로2길 15,033-442-5252,삼겹살,12000,,11:00 ~ 20:00,N,N
기타양식,명동만두,김선순,강원,화천군,화천읍 중앙로4길 11,033-442-4379,순두부찌개,5500,,11:00 ~ 20:00,N,N
한식,바람골막국수,신옥예,강원,화천군,하남면 춘화로 2861-10,033-441-5998,막국수,5000,,11:00 ~ 18:00,N,Y
한식,할배순대국,김태훈,강원,화천군,사내면 사내로2길 22,033-441-4025,순대국,5000,,08:30 ~ 21:00,N,Y
한식,큰집가마솥설렁탕,이강민,강원,화천군,사내면 사내로 63 늘봄장,033-441-8989,설렁탕,6000,,11:00 ~ 22:00,N,Y
한식,정훈식당,문춘녀,강원,양구군,양구읍 중앙길 68 중앙시장내,,소머리국밥,6000,,10:00~20:00,N,Y
한식,명동가든,정상영,강원,양구군,양구읍 비봉로 6-12,,돼지갈비(250g),10000,,10:00~22:00,N,Y
이미용업,선이미용실,배명애,강원,양구군,양구읍 장터길 11,,컷트,5000,,10:00~20:00,N,Y
한식,수원갈비,황금옥,강원,양구군,양구읍 양록길 33,,돼지갈비(250g),10000,,10:00~22:00,N,Y
한식,불타는연탄구이,권금만,강원,양구군,중앙길 65-19,,생삽겹(200g),8900,,11:00~22:00,N,Y
한식,진주면옥,정무빈,강원,인제군,인제읍 인제로188번길 3,033-461-0700,막국수,5000,,09:00 ~ 22:00,Y,N
중식,안승반점,김대봉,강원,인제군,인제읍 비봉로7번길 10,033-461-2419,자장면,4000,,10:00 ~ 20::00,Y,N
한식,고기촌화로숯불구이,조복식,강원,인제군,기린면 내린천로 4013,033-463-9267,삼겹살,10000,,10:00 ~ 20:00,N,N
숙박업,양지모텔,임명순,강원,인제군,기린면 내린천로 4040,033-463-9115,2인1박,30000,,퇴실 12:00,N,N
숙박업,국제모텔,노납실,강원,인제군,남면 신남로 41,033-461-6172,2인1박,30000,,퇴실 12:00,N,Y
이미용업,태양이용소,장학순,강원,인제군,기린면 내린천로3893-1,033-461-5523,이용료,10000,,09:00 ~ 20:00,N,N
이미용업,까꼬뽀꼬미용실,임미원,강원,인제군,기린면 현리 산악회관내,,이용료,7000,,09:00 ~ 20:00,N,Y
세탁업,화양세탁소,이봉수,강원,인제군,남면 신남로58번길 5,,신사복,8000,,09:00 ~ 20:00,Y,N
한식,장금이,추해숙,강원,인제군,인제읍 인제로160 1층,033-461-7736,가정식부페,6000,,11:30 ~ 22:00,N,Y
한식,남북면옥,한채숙,강원,인제군,인제읍 인제로178번길 24,033-461-2219,순메밀국수(물),5000,,11:00 ~ 20:00,N,N
한식,교동막국수,김춘자,강원,고성군,간성읍 진부령로2709-4,033-681-3307,막국수,6000,,11:00~20:00,Y,N
한식,고성한우촌,김길자,강원,고성군,간성읍 수성로 24,033-681-0026,육회비빔밥,9000,,10:00~21:00,N,N
한식,고향막국수,김태숙,강원,고성군,간성읍 교동3길34,033-681-3167,막국수,6000,,11:00~19:00,N,N
한식,행복한밥상,이향우,강원,고성군,간성읍 간성로 51,033-681-0709,돌솥비빔밥,5000,,11:00~20:30,N,Y
한식,송가네숯불구이,김혜신,강원,고성군,간성읍 간성로 51-5,033-681-8292,삼겹살(200g),11000,,15:00~21:00,N,N
한식,흥부순대국,김화숙,강원,고성군,간성읍 간성로 65-1,033-681-2723,순두부찌개,6000,,10:30~19:00,N,Y
한식,손가면옥,손장덕,강원,고성군,간성읍 시장3길 8-1,033-681-5573,막국수,6000,,10:00~21:00,Y,N
한식,서울설렁탕,윤헌규,강원,고성군,간성읍 고성중앙1길 7,033-681-0058,도가니탕,11000,,08:00~21:00,N,Y
한식,동명막국수,신구선,강원,고성군,거진읍 자산천로 40,033-682-5033,막국수,6000,,10:00~21:00,N,N
한식,고기구워,강성민,강원,고성군,거진읍 거탄진로 144,033-681-8602,삽겹살(200g),8000,,10:30~21:00,Y,N
한식,감나무집시골밥상,임선화,강원,고성군,거진읍 거탄진로 149,033-682-5511,김치찌개,6000,,10:30~21:00,N,N
한식,하얀섬횟집,김동현,강원,고성군,죽왕면 문암항길 71-1,033-632-0293,자연산광어(1kg),100000,,08:00~22:00,N,N
한식,메밀촌동치미막국수,유정임,강원,고성군,간성읍 수성로 141,070-8866-4840,동치미막국수,5000,,11:00~20:30,Y,N
한식,양양식당,최동필,강원,고성군,거진읍 거탄진로129번길 13,033-682-1008,칼국수,5000,,11:00~19:00,N,N
한식,실비식당,김요섭,강원,고성군,현내면 한나루로 144-1,033-682-5548,도루묵찌개(2인),20000,,07:00~19:30,N,N
한식,부두식당,이복덕,강원,고성군,현내면 한나루로 138-1,033-682-1237,잡어매운탕(2인),20000,,07:00~19:30,N,Y
한식,정가네칼국수,엄성자,강원,고성군,죽왕면 삼포민박촌2길 5,033-637-8588,칼국수,6000,,08:00~20:00,N,N
한식,삼시세끼,박효진,강원,고성군,죽왕면 오호길 14-5,033-633-9449,삼겹살(200g),12000,,06:30~21:30,N,Y
한식,아야진파도횟집,김성욱,강원,고성군,"토성면 아야진해변길26, 4호",,"광어,우럭(1kg)",70000,,10:00~21:00,Y,N
한식,장수자매막국수,정윤서,강원,고성군,토성면 무릉도원로 298,033-632-1127,막국수,6000,,08:00~20:00,N,Y
이미용업,현미용실,황영실,강원,고성군,간성읍 간성시장3길 7-1,033-682-4717,컷트,10000,,07:00~19:00,N,N
한식,유천식당,이정순,강원,양양군,양양읍 군청길 52,033-672-2668,삼겹살(200g),9000,,06:00~20:00,Y,N
한식,동호메밀국수,박석남,강원,양양군,서면 들돌길 14-1,033-672-5923,막국수,5000,,06:00~19:00,Y,Y
중식,인구반점,박은경,강원,양양군,현남면 인구중앙길 46-23,033-671-6049,짜장면,3000,,11:30~18:00,Y,Y
숙박업,금강산모텔,박정희,강원,양양군,강현면 해맞이길 8-24,033-671-0066,숙박료(주중),20000,,24시간,N,Y
한식,너래바우,문상래,강원,양양군,양양읍 남문로 16-14,033-671-1987,돌솥비빔밥,5000,,09:00~22:00,Y,Y
한식,복골메밀국수,박돈연,강원,양양군,강현면 하복길38번길17-7,033-671-7288,메밀국수,5000,,11:00~19:00,N,Y
한식,대흥한우정육식당,김복순,강원,양양군,양양읍 동해대로2661-17,033-671-8522,생등심(200g),22000,,11:00~22:00,N,Y
한식,선이네,박미화,강원,양양군,양양읍 양양로 51,033-671-1516,삼겹살(200g),9000,,09:00~21:00,N,Y
한식,송이향,이양순,강원,양양군,양양읍 남문5길 9,033-671-7788,섭국,7000,,11:00~19:00(재료소진시 마감),N,Y
한식,나누리장터,정택일,충북,청주시,상당구 쇠내로 69-1(금천동),,장터칼국수,3000,,10:00~22:00,N,N
한식,내사랑한우,정복자,충북,청주시,상당구 교동로 3번길 149,043-223-0027,갈비탕,6000,,10:00~22:00,N,Y
중식,왕건,유점순,충북,청주시,청원구 우암로 32,043-223-7241,자장면,3500,,10:00~21:00,Y,N
한식,보글보글식당,신용순,충북,청주시,상당구 영운로 11번길 23,043-250-0012,가정식백반,5000,,10:00~20:00,Y,N
한식,대한불고기,박경자,충북,청주시,상당구 교동로 155,043-259-5335,삼겹살(200g),11000,,10:00~22:00,N,Y
이미용업,가든미용실,조연순,충북,청주시,상당구 청남로 2197번길12(석교동),043-223-8097,파마,20000,,10:00~21:00,N,N
한식,개미돈까스,박종선,충북,청주시,상당구 사직대로 361번길 54-11,043-223-7456,돈가스,6000,,10:00~22:00,Y,N
